customer_id,plan_type,country,company_size,days_active_last_30,last_login_days_ago,features_used,team_members_added,support_tickets,billing_issues,subscription_age_months,emails_opened_last_30,training_completed,monthly_fee,signup_date,churned
CUST-300,Free,Nigeria,Small,1,15,1,12,5,0,3,15,0,0,2024-12-25,1
CUST-301,Free,Nigeria,Small,19,18,3,11,2,1,16,1,1,0,2025-01-21,0
CUST-302,Starter,US,Medium,15,7,3,14,2,0,26,0,1,29,2024-05-07,0
CUST-303,Starter,Germany,Small,13,5,7,6,0,0,19,7,1,29,2025-04-29,0
CUST-304,Pro,Germany,Small,13,9,7,20,3,0,15,0,1,79,2024-08-31,0
CUST-305,Pro,Germany,Large,26,4,1,12,0,0,32,0,1,79,2024-01-19,0
CUST-306,Enterprise,Canada,Medium,0,28,3,11,1,0,21,2,1,249,2025-01-30,0
CUST-307,Starter,Germany,Small,2,30,8,11,2,0,1,4,1,29,2025-10-28,1
CUST-308,Starter,Nigeria,Large,25,17,9,1,2,0,6,12,0,29,2024-08-16,0
CUST-309,Pro,Canada,Small,6,9,7,4,1,0,27,11,1,79,2025-01-02,0
CUST-310,Starter,UK,Small,25,9,7,1,2,0,23,8,0,29,2024-02-27,0
CUST-311,Starter,Germany,Medium,14,6,8,19,2,0,31,10,0,29,2024-10-07,0
CUST-312,Free,Germany,Small,18,17,6,12,5,0,12,9,1,0,2025-07-10,0
CUST-313,Free,UK,Small,19,0,3,2,2,1,21,1,0,0,2024-04-11,0
CUST-314,Enterprise,Germany,Small,1,6,1,10,1,0,2,11,0,249,2024-02-17,0
CUST-315,Pro,UK,Small,18,20,7,15,0,0,5,11,1,79,2025-07-15,0
CUST-316,Pro,Canada,Small,8,0,1,0,2,0,9,0,1,79,2025-08-15,0
CUST-317,Starter,Nigeria,Large,18,14,1,18,3,0,20,15,0,29,2024-02-28,0
CUST-318,Free,UK,Small,26,3,9,10,1,0,18,0,0,0,2024-06-09,0
CUST-319,Free,US,Large,4,27,10,8,4,0,22,7,0,0,2024-04-12,1
CUST-320,Starter,UK,Medium,17,28,7,13,5,0,8,9,0,29,2025-02-15,0
CUST-321,Starter,Germany,Medium,15,19,4,8,1,0,34,9,1,29,2024-07-01,1
CUST-322,Pro,Canada,Medium,3,9,6,6,0,0,9,9,0,79,2025-02-20,0
CUST-323,Pro,Canada,Medium,11,22,1,15,1,0,7,1,1,79,2024-04-25,0
CUST-324,Starter,UK,Small,28,8,7,2,4,0,30,12,0,29,2025-02-02,1
CUST-325,Enterprise,Nigeria,Small,6,1,6,18,5,0,18,8,1,249,2025-11-06,0
CUST-326,Pro,US,Small,13,27,4,3,3,0,27,8,1,79,2025-10-16,1
CUST-327,Starter,Canada,Large,22,13,7,6,4,0,16,1,1,29,2025-03-12,0
CUST-328,Pro,Germany,Medium,11,15,3,11,1,0,21,2,1,79,2024-11-13,0
CUST-329,Starter,Germany,Small,2,0,1,17,4,0,5,1,1,29,2025-08-28,1
CUST-330,Free,Nigeria,Small,4,1,4,4,1,0,29,5,1,0,2024-09-06,0
CUST-331,Starter,Canada,Small,16,6,3,9,3,0,22,14,1,29,2025-03-22,1
CUST-332,Pro,UK,Medium,25,28,1,11,3,1,14,6,0,79,2025-05-11,0
CUST-333,Free,Germany,Small,9,9,2,7,0,0,19,11,0,0,2024-12-08,1
CUST-334,Free,Nigeria,Medium,9,21,5,18,3,0,35,5,0,0,2025-03-02,0
CUST-335,Free,Canada,Large,10,19,8,14,2,0,24,2,0,0,2024-08-27,0
CUST-336,Free,Canada,Small,16,0,1,0,4,0,6,11,1,0,2024-02-28,1
CUST-337,Pro,Canada,Small,4,12,4,2,4,0,3,14,1,79,2025-06-10,1
CUST-338,Pro,Canada,Small,12,0,4,17,1,0,34,2,1,79,2024-07-21,1
CUST-339,Starter,Canada,Small,9,4,5,17,3,0,2,11,0,29,2025-04-10,1
CUST-340,Free,Germany,Small,8,15,7,1,0,0,15,1,0,0,2024-10-22,0
CUST-341,Starter,Nigeria,Small,16,14,8,4,0,0,15,15,0,29,2024-10-13,0
CUST-342,Starter,Canada,Large,0,16,6,0,0,0,32,1,1,29,2024-03-13,1
CUST-343,Free,US,Small,3,27,1,9,5,0,21,10,1,0,2025-06-06,1
CUST-344,Starter,US,Small,3,30,7,19,2,0,17,11,0,29,2024-12-02,0
CUST-345,Starter,Nigeria,Large,17,22,3,9,3,0,34,4,1,29,2024-11-13,0
CUST-346,Pro,UK,Medium,8,15,6,4,0,1,32,10,1,79,2024-07-21,0
CUST-347,Pro,UK,Small,29,12,8,17,2,0,23,15,1,79,2024-08-18,0
CUST-348,Free,UK,Medium,24,10,7,20,4,0,35,10,0,0,2025-07-16,0
CUST-349,Starter,US,Small,28,16,10,14,1,0,33,7,1,29,2024-02-26,0
CUST-350,Pro,UK,Medium,28,16,6,19,3,0,25,5,0,79,2025-10-05,0
CUST-351,Starter,Germany,Medium,17,1,9,7,3,0,21,8,0,29,2025-02-23,0
CUST-352,Pro,Canada,Medium,13,12,9,16,5,0,34,10,1,79,2024-10-06,0
CUST-353,Pro,US,Small,24,13,1,11,4,0,19,4,1,79,2024-10-31,1
CUST-354,Free,Nigeria,Medium,14,10,1,20,3,0,27,9,0,0,2025-04-10,0
CUST-355,Free,Nigeria,Small,5,27,1,11,5,0,9,3,0,0,2024-06-22,0
CUST-356,Pro,Canada,Small,23,9,8,0,5,1,5,8,1,79,2024-09-22,0
CUST-357,Free,US,Small,9,2,10,3,5,0,5,11,1,0,2024-09-03,0
CUST-358,Starter,UK,Small,28,28,7,7,3,1,25,9,1,29,2024-03-18,1
CUST-359,Enterprise,UK,Small,14,26,3,0,3,0,26,10,1,249,2025-10-08,0
CUST-360,Starter,Germany,Medium,28,30,2,14,3,1,19,13,1,29,2025-10-13,0
CUST-361,Starter,Germany,Large,3,16,4,17,2,0,30,4,1,29,2024-09-09,1
CUST-362,Pro,UK,Small,17,14,3,0,5,1,36,0,1,79,2025-04-19,0
CUST-363,Starter,Nigeria,Small,17,8,7,10,2,0,16,4,1,29,2024-06-24,0
CUST-364,Starter,Nigeria,Small,24,9,10,1,1,0,7,15,1,29,2025-02-24,0
CUST-365,Enterprise,Germany,Small,16,7,8,0,3,0,18,14,0,249,2025-07-25,0
CUST-366,Starter,Canada,Small,11,20,6,11,4,0,21,4,0,29,2025-04-05,0
CUST-367,Enterprise,UK,Large,6,12,3,15,0,0,31,4,1,249,2024-09-10,0
CUST-368,Enterprise,Germany,Small,15,26,6,9,1,1,1,12,0,249,2025-06-03,0
CUST-369,Free,Germany,Small,10,17,2,17,0,0,3,1,1,0,2024-04-16,1
CUST-370,Free,UK,Small,13,4,7,14,0,0,31,12,1,0,2024-06-19,0
CUST-371,Free,UK,Large,2,5,10,16,3,0,25,5,1,0,2024-02-27,0
CUST-372,Free,Nigeria,Medium,18,29,7,9,4,0,8,4,1,0,2024-12-02,0
CUST-373,Free,Canada,Large,17,30,4,2,0,0,1,1,0,0,2024-12-07,1
CUST-374,Pro,Canada,Medium,29,16,8,20,5,0,7,15,1,79,2024-10-16,0
CUST-375,Free,UK,Small,9,10,4,15,0,0,7,11,0,0,2024-03-24,0
CUST-376,Starter,US,Small,5,19,7,5,1,0,8,9,1,29,2024-04-26,1
CUST-377,Pro,Germany,Medium,12,15,4,2,4,0,19,14,1,79,2025-06-17,0
CUST-378,Free,Germany,Small,9,8,5,8,4,0,17,14,1,0,2024-08-06,1
CUST-379,Pro,UK,Medium,17,1,7,10,0,0,11,13,1,79,2024-04-11,0
CUST-380,Starter,US,Small,25,4,10,20,4,0,11,7,0,29,2025-10-18,0
CUST-381,Free,Nigeria,Small,30,0,3,12,1,0,2,5,0,0,2025-03-31,0
CUST-382,Pro,UK,Small,19,3,10,17,1,0,4,10,0,79,2025-10-20,0
CUST-383,Pro,UK,Medium,25,3,5,3,1,0,28,9,1,79,2025-06-09,0
CUST-384,Pro,Germany,Medium,15,21,3,7,5,0,33,11,1,79,2024-09-22,0
CUST-385,Pro,UK,Small,24,25,5,12,3,0,11,10,1,79,2024-10-13,0
CUST-386,Pro,UK,Small,24,24,3,9,0,0,3,2,1,79,2024-05-20,0
CUST-387,Starter,UK,Small,5,2,10,1,4,0,5,8,1,29,2025-02-09,0
CUST-388,Free,Germany,Small,12,8,7,7,1,0,21,12,0,0,2024-10-19,0
CUST-389,Pro,Nigeria,Small,3,21,1,5,0,0,22,10,1,79,2024-01-31,0
CUST-390,Pro,Nigeria,Small,22,22,9,15,0,0,11,10,0,79,2024-06-19,1
CUST-391,Enterprise,UK,Small,13,11,9,17,3,0,22,13,1,249,2024-12-20,0
CUST-392,Starter,Germany,Small,0,9,5,16,5,0,13,3,0,29,2024-07-23,1
CUST-393,Starter,Nigeria,Small,27,1,9,5,4,1,3,2,1,29,2025-04-22,0
CUST-394,Pro,Nigeria,Small,19,10,10,12,5,0,13,15,0,79,2024-10-17,0
CUST-395,Starter,Nigeria,Small,4,9,6,13,4,0,28,6,0,29,2024-04-20,0
CUST-396,Enterprise,Germany,Small,7,29,5,20,1,0,11,11,1,249,2024-03-08,0
CUST-397,Pro,Germany,Small,11,21,3,9,1,0,11,12,0,79,2025-11-25,0
CUST-398,Starter,UK,Medium,1,5,8,10,0,0,21,14,1,29,2025-01-07,0
CUST-399,Pro,Canada,Small,11,17,4,12,4,0,21,13,1,79,2024-07-14,1
CUST-400,Pro,Nigeria,Small,4,1,10,11,4,1,7,7,1,79,2024-05-05,1
CUST-401,Free,Canada,Small,21,29,3,8,5,0,17,6,1,0,2025-11-17,0
CUST-402,Enterprise,Germany,Medium,4,1,6,3,1,0,14,0,1,249,2024-09-18,0
CUST-403,Starter,Germany,Large,30,9,8,6,2,0,33,0,0,29,2024-06-03,0
CUST-404,Pro,Germany,Medium,12,15,9,1,0,0,11,12,0,79,2025-08-03,0
CUST-405,Starter,Canada,Medium,8,11,6,6,4,0,13,4,1,29,2024-04-17,0
CUST-406,Pro,Germany,Small,9,0,5,8,3,0,1,14,1,79,2025-02-26,0
CUST-407,Starter,UK,Medium,0,20,2,4,3,0,34,13,1,29,2024-02-04,0
CUST-408,Free,Germany,Medium,29,7,2,14,2,0,9,7,1,0,2024-02-13,1
CUST-409,Enterprise,US,Small,2,15,9,17,1,1,13,13,1,249,2025-10-16,0
CUST-410,Free,Canada,Small,29,17,2,3,1,0,30,15,1,0,2025-02-19,0
CUST-411,Starter,US,Small,17,12,2,18,1,0,7,9,1,29,2024-10-11,0
CUST-412,Enterprise,Germany,Large,11,14,3,19,5,0,14,10,1,249,2025-03-22,0
CUST-413,Enterprise,UK,Small,28,20,3,6,3,0,6,2,1,249,2025-06-01,1
CUST-414,Starter,Nigeria,Medium,2,11,4,7,1,1,34,7,1,29,2024-01-27,0
CUST-415,Pro,Germany,Small,25,7,7,16,3,0,16,2,1,79,2024-08-14,0
CUST-416,Starter,UK,Small,24,9,9,12,2,0,36,3,0,29,2025-02-28,0
CUST-417,Starter,Canada,Small,28,13,2,20,0,0,6,9,1,29,2025-07-21,0
CUST-418,Starter,US,Small,29,4,4,10,5,0,8,6,0,29,2025-01-02,0
CUST-419,Pro,US,Medium,8,17,9,0,4,0,24,2,0,79,2024-11-05,0
CUST-420,Pro,US,Medium,25,18,2,1,2,0,3,3,1,79,2024-04-14,1
CUST-421,Pro,Canada,Small,1,14,10,16,3,1,4,15,0,79,2024-01-18,1
CUST-422,Pro,UK,Medium,29,5,1,4,2,0,32,7,1,79,2024-07-23,0
CUST-423,Free,Canada,Small,2,26,10,5,4,0,1,3,1,0,2024-02-12,0
CUST-424,Starter,US,Large,13,10,8,6,5,0,34,8,1,29,2024-03-29,0
CUST-425,Free,Germany,Small,3,20,9,20,0,0,9,3,1,0,2025-08-08,1
CUST-426,Starter,Nigeria,Small,24,10,7,14,4,0,12,12,1,29,2024-06-05,0
CUST-427,Starter,Canada,Small,18,19,8,18,5,0,10,13,1,29,2024-09-22,0
CUST-428,Pro,Canada,Small,12,19,4,15,3,0,10,3,1,79,2024-05-13,1
CUST-429,Starter,UK,Small,6,20,4,12,4,0,23,12,0,29,2025-04-08,1
CUST-430,Free,UK,Medium,11,17,2,4,2,0,6,4,0,0,2025-08-23,1
CUST-431,Free,Canada,Large,2,24,8,2,1,0,24,0,1,0,2024-05-11,1
CUST-432,Pro,US,Medium,22,17,2,2,2,1,24,6,0,79,2024-02-03,1
CUST-433,Pro,Nigeria,Small,22,9,9,18,3,0,21,8,0,79,2024-03-23,0
CUST-434,Free,UK,Small,8,1,4,13,0,0,31,15,1,0,2024-05-11,1
CUST-435,Free,US,Small,1,25,1,15,4,0,30,15,0,0,2025-03-03,1
CUST-436,Pro,Germany,Small,28,29,4,16,0,0,34,11,0,79,2024-07-22,0
CUST-437,Free,UK,Medium,21,8,3,3,3,0,18,8,0,0,2024-12-01,0
CUST-438,Pro,US,Small,8,13,6,12,4,0,12,0,1,79,2025-05-11,0
CUST-439,Pro,US,Small,11,18,7,7,5,1,35,14,1,79,2025-03-17,1
CUST-440,Free,Nigeria,Small,30,30,8,18,5,0,7,5,1,0,2024-09-14,0
CUST-441,Free,Nigeria,Large,11,9,2,4,2,1,25,2,0,0,2024-10-18,1
CUST-442,Enterprise,Germany,Small,14,22,6,1,2,0,6,15,1,249,2024-05-04,0
CUST-443,Starter,US,Small,1,3,6,14,3,0,1,3,1,29,2025-10-24,0
CUST-444,Starter,US,Small,17,28,10,1,5,0,16,7,1,29,2024-06-23,0
CUST-445,Pro,Nigeria,Small,12,28,5,10,4,0,4,14,1,79,2025-05-06,0
CUST-446,Enterprise,UK,Small,13,5,10,12,5,0,29,3,1,249,2024-03-20,0
CUST-447,Enterprise,UK,Small,4,13,10,9,2,0,28,7,1,249,2025-09-10,0
CUST-448,Pro,Canada,Medium,25,3,7,2,3,0,22,3,1,79,2024-10-31,0
CUST-449,Starter,Nigeria,Small,9,25,3,4,5,0,8,8,0,29,2025-05-24,0
CUST-450,Free,Canada,Medium,11,14,4,2,3,0,32,5,1,0,2024-12-09,0
CUST-451,Pro,Nigeria,Large,9,15,10,5,5,0,33,0,1,79,2025-07-23,0
CUST-452,Starter,Germany,Medium,23,6,9,12,0,0,13,12,1,29,2024-03-31,0
CUST-453,Starter,US,Small,10,16,4,9,5,0,27,9,1,29,2025-10-08,1
CUST-454,Enterprise,Germany,Small,30,18,3,18,2,0,18,1,1,249,2024-06-17,0
CUST-455,Free,Nigeria,Medium,24,28,2,7,4,0,18,6,1,0,2024-11-29,1
CUST-456,Starter,US,Medium,1,18,5,17,2,0,13,9,1,29,2025-09-25,0
CUST-457,Free,UK,Small,4,16,4,2,2,0,22,6,1,0,2024-08-23,1
CUST-458,Starter,UK,Medium,29,5,8,16,2,1,14,2,0,29,2025-02-02,0
CUST-459,Free,Canada,Small,6,30,7,7,3,1,11,0,1,0,2025-08-10,0
CUST-460,Free,Nigeria,Small,30,28,6,9,1,1,22,7,1,0,2025-04-21,0
CUST-461,Free,Nigeria,Small,5,10,2,1,1,0,36,12,0,0,2025-06-18,0
CUST-462,Pro,UK,Small,21,15,3,11,0,0,17,12,0,79,2025-08-07,1
CUST-463,Pro,Germany,Small,22,29,10,5,2,0,32,9,0,79,2024-03-28,1
CUST-464,Starter,US,Medium,2,24,9,1,1,0,14,13,0,29,2025-09-06,0
CUST-465,Enterprise,Germany,Small,12,7,9,20,0,1,29,10,0,249,2025-08-28,1
CUST-466,Starter,Germany,Small,2,10,5,2,3,0,6,14,0,29,2024-09-09,1
CUST-467,Starter,UK,Small,25,6,3,16,2,0,4,10,1,29,2024-12-23,0
CUST-468,Pro,UK,Small,24,25,2,6,4,0,11,9,0,79,2024-02-27,0
CUST-469,Free,UK,Small,29,23,8,20,3,0,10,14,1,0,2025-02-02,0
CUST-470,Enterprise,Canada,Medium,23,21,6,4,0,0,28,6,1,249,2025-06-04,0
CUST-471,Free,Germany,Medium,20,24,10,0,3,0,11,9,0,0,2025-06-08,1
CUST-472,Enterprise,Nigeria,Medium,5,18,7,7,4,1,35,7,1,249,2025-02-20,0
CUST-473,Free,US,Medium,10,30,1,11,3,1,15,0,1,0,2025-01-27,1
CUST-474,Pro,Canada,Small,27,25,1,13,0,0,8,13,0,79,2025-10-04,1
CUST-475,Starter,Nigeria,Small,25,9,10,15,4,0,20,2,0,29,2024-08-09,0
CUST-476,Enterprise,Germany,Small,16,8,2,9,4,0,21,12,0,249,2024-11-24,1
CUST-477,Free,UK,Small,9,3,10,14,3,0,1,1,0,0,2025-01-06,1
CUST-478,Starter,Germany,Large,11,22,3,20,4,1,29,0,0,29,2025-05-25,0
CUST-479,Enterprise,US,Small,16,14,1,14,3,0,24,4,0,249,2024-06-01,1
CUST-480,Starter,Canada,Small,3,12,5,9,2,0,30,15,0,29,2025-04-24,0
CUST-481,Pro,Canada,Large,1,24,3,20,4,0,35,2,1,79,2025-08-05,1
CUST-482,Pro,US,Large,10,1,1,6,3,0,33,9,0,79,2024-01-20,0
CUST-483,Starter,Nigeria,Medium,6,1,8,2,2,0,20,14,1,29,2025-08-15,0
CUST-484,Pro,Nigeria,Small,1,15,6,1,4,0,16,7,0,79,2024-08-15,0
CUST-485,Starter,Canada,Small,25,8,9,5,2,0,9,15,1,29,2024-12-11,0
CUST-486,Enterprise,Canada,Small,17,27,3,20,5,0,31,5,0,249,2024-01-19,1
CUST-487,Free,UK,Small,20,12,9,8,4,0,17,9,1,0,2025-03-19,0
CUST-488,Starter,Nigeria,Small,3,2,9,9,5,0,31,15,0,29,2025-11-07,0
CUST-489,Enterprise,US,Small,7,8,1,3,0,0,23,13,1,249,2025-01-02,0
CUST-490,Pro,Nigeria,Large,19,12,3,2,0,0,6,8,0,79,2025-09-10,0
CUST-491,Starter,UK,Small,13,30,6,8,3,0,30,8,1,29,2024-05-26,1
CUST-492,Pro,Canada,Medium,11,20,8,16,1,0,7,15,0,79,2025-11-23,0
CUST-493,Starter,Canada,Medium,21,21,4,13,5,0,11,10,1,29,2025-05-18,0
CUST-494,Free,UK,Small,20,1,5,9,5,1,34,5,0,0,2025-03-05,0
CUST-495,Starter,US,Medium,26,7,9,12,0,0,12,1,1,29,2025-03-15,0
CUST-496,Starter,Canada,Small,29,26,6,11,5,0,27,8,0,29,2024-07-16,1
CUST-497,Starter,Germany,Small,17,8,7,0,1,0,12,1,0,29,2024-10-13,0
CUST-498,Free,Canada,Medium,10,15,7,18,2,0,13,2,1,0,2025-07-18,0
CUST-499,Enterprise,Germany,Small,30,1,4,18,2,0,8,5,1,249,2025-01-03,0
CUST-500,Enterprise,UK,Large,28,5,4,5,1,1,16,1,1,249,2024-08-27,0
CUST-501,Pro,UK,Small,27,21,4,12,5,0,29,4,1,79,2024-10-13,1
CUST-502,Starter,Canada,Medium,29,7,5,18,5,0,35,1,1,29,2025-11-30,0
CUST-503,Starter,Nigeria,Small,7,25,5,12,5,0,29,11,1,29,2025-01-29,0
CUST-504,Pro,Germany,Small,1,27,8,20,3,0,31,3,0,79,2025-06-01,0
CUST-505,Pro,US,Small,24,4,9,3,4,0,13,14,0,79,2025-07-14,0
CUST-506,Free,Canada,Medium,14,8,2,1,1,0,12,10,1,0,2024-02-29,0
CUST-507,Enterprise,US,Medium,8,0,7,14,1,0,2,10,1,249,2025-06-28,0
CUST-508,Pro,Canada,Medium,18,8,1,11,1,0,33,2,1,79,2024-10-29,0
CUST-509,Enterprise,Nigeria,Small,19,9,1,6,1,0,8,4,1,249,2024-08-31,1
CUST-510,Pro,Nigeria,Medium,7,22,4,19,1,0,32,5,1,79,2025-11-14,0
CUST-511,Pro,Nigeria,Medium,24,3,10,17,5,0,28,12,1,79,2024-07-25,0
CUST-512,Starter,Nigeria,Medium,18,2,7,12,3,0,15,6,1,29,2025-01-09,0
CUST-513,Enterprise,UK,Small,4,29,2,16,0,0,23,9,0,249,2024-10-09,1
CUST-514,Pro,UK,Medium,10,9,2,3,5,0,24,7,1,79,2025-04-22,0
CUST-515,Free,Germany,Medium,14,14,1,13,5,0,13,8,1,0,2024-01-22,1
CUST-516,Free,US,Small,7,10,10,19,4,0,21,13,1,0,2025-07-12,0
CUST-517,Starter,Canada,Medium,18,13,2,12,0,0,12,3,1,29,2024-12-14,1
CUST-518,Pro,Canada,Medium,22,5,7,2,1,0,13,3,1,79,2025-05-03,0
CUST-519,Enterprise,UK,Small,26,11,9,17,0,0,23,6,0,249,2025-10-31,0
CUST-520,Free,Canada,Small,7,12,6,13,3,0,28,15,0,0,2024-09-14,0
CUST-521,Starter,UK,Small,25,16,10,14,2,0,14,11,1,29,2025-10-16,0
CUST-522,Starter,Germany,Small,26,15,2,2,5,0,17,14,1,29,2024-02-16,0
CUST-523,Enterprise,US,Medium,29,2,10,0,0,0,24,9,0,249,2024-01-27,0
CUST-524,Pro,Germany,Small,18,1,10,16,4,0,34,9,1,79,2024-01-27,0
CUST-525,Pro,Nigeria,Medium,17,10,9,2,3,0,22,10,0,79,2025-01-31,0
CUST-526,Starter,Nigeria,Large,9,28,7,13,2,0,10,8,1,29,2024-05-24,1
CUST-527,Starter,Nigeria,Small,28,8,1,2,3,0,8,10,0,29,2025-08-09,0
CUST-528,Starter,Germany,Large,6,2,9,12,1,0,21,1,1,29,2025-11-29,0
CUST-529,Free,Canada,Large,27,28,2,14,2,0,7,12,1,0,2025-06-05,1
CUST-530,Pro,US,Medium,8,17,4,17,4,0,26,10,0,79,2024-04-30,0
CUST-531,Pro,Nigeria,Medium,0,19,9,13,2,0,13,5,1,79,2025-04-06,0
CUST-532,Enterprise,Nigeria,Large,18,14,4,20,4,0,16,9,1,249,2025-11-07,0
CUST-533,Enterprise,Nigeria,Medium,4,13,3,2,1,0,30,9,0,249,2025-01-16,1
CUST-534,Starter,US,Small,18,1,1,18,4,0,31,7,1,29,2025-11-03,0
CUST-535,Pro,Nigeria,Medium,0,16,7,7,3,0,5,15,1,79,2025-02-21,0
CUST-536,Enterprise,US,Medium,14,21,6,3,0,1,32,12,1,249,2024-11-22,0
CUST-537,Pro,Nigeria,Medium,15,30,10,3,3,0,16,4,1,79,2025-01-25,1
CUST-538,Free,Germany,Small,22,25,4,18,5,0,9,4,1,0,2024-10-23,1
CUST-539,Starter,Germany,Medium,6,7,6,10,3,0,22,7,1,29,2025-09-21,0
CUST-540,Free,US,Small,25,9,6,0,2,0,14,0,1,0,2024-03-24,0
CUST-541,Enterprise,Germany,Large,11,25,4,7,1,0,16,5,1,249,2024-05-25,0
CUST-542,Pro,US,Small,7,17,6,14,5,0,20,9,1,79,2024-06-19,0
CUST-543,Free,Germany,Small,4,29,10,0,5,0,15,12,0,0,2024-11-29,0
CUST-544,Pro,Germany,Small,9,24,8,6,5,0,26,8,1,79,2025-02-27,1
CUST-545,Pro,US,Small,27,30,3,20,0,0,9,11,1,79,2024-11-04,0
CUST-546,Starter,Canada,Medium,20,28,4,19,4,0,1,5,1,29,2025-06-09,0
CUST-547,Free,Germany,Large,4,18,10,19,2,0,35,14,1,0,2025-10-22,0
CUST-548,Pro,Nigeria,Medium,16,7,1,10,1,0,20,6,0,79,2025-07-22,0
CUST-549,Starter,Canada,Small,25,27,4,13,0,1,6,15,0,29,2024-12-12,1
CUST-550,Pro,US,Small,4,7,10,15,3,0,10,3,1,79,2024-10-28,0
CUST-551,Starter,Canada,Medium,21,30,10,13,1,0,33,11,1,29,2024-12-12,0
CUST-552,Pro,UK,Large,14,2,9,11,5,0,16,9,1,79,2025-02-11,0
CUST-553,Starter,UK,Small,12,2,8,16,1,0,36,0,1,29,2024-05-12,0
CUST-554,Starter,Germany,Small,27,11,4,13,1,0,6,8,1,29,2025-11-12,0
CUST-555,Pro,Germany,Small,0,30,7,9,3,0,19,11,0,79,2025-09-05,1
CUST-556,Starter,Nigeria,Large,10,21,10,13,4,1,31,5,1,29,2024-04-15,0
CUST-557,Free,Canada,Medium,22,16,3,17,2,0,2,2,0,0,2024-06-19,1
CUST-558,Free,UK,Small,0,3,9,8,5,0,18,3,1,0,2025-10-01,1
CUST-559,Pro,Germany,Small,10,16,10,16,4,0,28,9,1,79,2024-09-06,0
CUST-560,Pro,Canada,Large,17,13,4,5,0,0,4,11,1,79,2025-06-27,0
CUST-561,Pro,Germany,Small,17,18,2,7,5,0,1,5,0,79,2024-09-18,1
CUST-562,Free,Germany,Small,20,8,10,12,2,0,16,5,0,0,2025-05-08,0
CUST-563,Free,UK,Medium,29,29,5,17,0,0,2,11,1,0,2024-08-31,0
CUST-564,Free,UK,Small,25,29,2,4,3,0,36,8,1,0,2025-03-26,1
CUST-565,Starter,Germany,Small,15,20,10,5,4,0,1,3,1,29,2024-10-16,0
CUST-566,Starter,US,Medium,12,11,6,20,5,0,23,4,0,29,2024-09-19,0
CUST-567,Starter,Germany,Large,6,4,10,18,1,0,26,4,1,29,2024-11-09,0
CUST-568,Starter,Germany,Medium,0,10,1,3,2,0,11,2,0,29,2024-03-25,1
CUST-569,Enterprise,Nigeria,Large,25,19,6,6,5,0,1,1,0,249,2025-02-18,0
CUST-570,Starter,Nigeria,Medium,15,2,4,3,1,0,11,7,0,29,2024-11-24,0
CUST-571,Starter,Nigeria,Medium,0,20,3,10,5,0,24,9,1,29,2024-02-14,0
CUST-572,Pro,US,Small,16,14,2,11,0,0,10,14,1,79,2024-11-28,0
CUST-573,Starter,US,Medium,5,13,7,13,1,1,14,8,0,29,2025-04-09,1
CUST-574,Pro,Germany,Large,1,10,9,12,1,1,14,15,0,79,2024-07-18,1
CUST-575,Pro,Nigeria,Small,16,19,3,9,5,0,7,9,0,79,2024-07-19,1
CUST-576,Enterprise,US,Small,5,7,6,17,3,1,23,10,1,249,2024-11-24,0
CUST-577,Free,UK,Small,13,3,9,15,3,0,22,12,0,0,2025-11-10,0
CUST-578,Enterprise,Germany,Small,17,26,2,4,4,0,36,8,1,249,2024-08-27,0
CUST-579,Starter,Canada,Small,5,11,7,7,0,0,27,13,1,29,2025-08-05,1
CUST-580,Starter,Germany,Medium,9,7,5,13,3,0,2,4,1,29,2025-10-18,0
CUST-581,Starter,Canada,Large,23,5,5,4,5,0,19,10,1,29,2024-12-24,0
CUST-582,Enterprise,Nigeria,Small,17,14,7,7,3,0,7,8,0,249,2024-12-25,0
CUST-583,Starter,Canada,Small,26,29,9,5,4,0,12,15,1,29,2025-01-12,1
CUST-584,Starter,Nigeria,Small,8,11,4,15,2,0,3,3,1,29,2025-01-19,1
CUST-585,Pro,UK,Large,7,15,9,3,4,0,5,1,1,79,2025-04-09,1
CUST-586,Free,Canada,Small,27,15,10,11,1,0,8,2,1,0,2024-08-09,0
CUST-587,Free,Germany,Small,9,26,9,10,1,0,14,0,0,0,2025-11-05,0
CUST-588,Free,Nigeria,Small,16,20,4,2,3,0,36,4,1,0,2024-12-30,1
CUST-589,Free,Germany,Small,22,19,3,11,3,1,7,0,0,0,2024-03-12,0
CUST-590,Free,US,Small,29,19,2,4,4,0,7,11,0,0,2024-08-27,0
CUST-591,Free,Nigeria,Large,28,27,9,5,4,0,32,10,0,0,2025-05-18,0
CUST-592,Pro,Canada,Medium,25,3,2,18,5,0,8,0,0,79,2025-02-17,0
CUST-593,Free,Nigeria,Medium,5,10,6,17,0,0,12,13,1,0,2024-05-06,0
CUST-594,Starter,Germany,Small,13,12,5,15,5,0,10,10,1,29,2025-05-01,0
CUST-595,Pro,UK,Medium,21,28,5,10,1,1,14,10,1,79,2025-08-19,1
CUST-596,Starter,Nigeria,Medium,21,8,4,4,5,0,9,12,1,29,2025-06-10,0
CUST-597,Pro,Canada,Small,5,3,6,8,4,0,30,15,1,79,2024-09-04,1
CUST-598,Free,US,Medium,25,11,5,2,5,0,5,6,1,0,2025-04-26,0
CUST-599,Free,UK,Small,6,8,4,7,2,0,1,1,1,0,2024-11-07,0
CUST-600,Free,US,Medium,11,12,9,5,0,0,1,14,1,0,2025-03-19,0
